1,0.000000000,17,10.12.27.102,10.12.27.1,,,65060,53,
2,0.149277000,17,10.12.27.1,10.12.27.102,,,53,65060,
3,0.154438000,6,10.12.27.102,199.188.200.143,49166,80,,,
4,0.339339000,6,199.188.200.143,10.12.27.102,80,49166,,,
5,0.339650000,6,10.12.27.102,199.188.200.143,49166,80,,,
6,0.340024000,6,10.12.27.102,199.188.200.143,49166,80,,,
7,0.340035000,6,199.188.200.143,10.12.27.102,80,49166,,,
8,0.539692000,6,199.188.200.143,10.12.27.102,80,49166,,,
9,0.539731000,6,199.188.200.143,10.12.27.102,80,49166,,,
10,0.540073000,6,10.12.27.102,199.188.200.143,49166,80,,,
11,0.540085000,6,199.188.200.143,10.12.27.102,80,49166,,,
12,0.540090000,6,199.188.200.143,10.12.27.102,80,49166,,,
13,0.540323000,6,10.12.27.102,199.188.200.143,49166,80,,,
14,0.543292000,6,199.188.200.143,10.12.27.102,80,49166,,,
15,0.543307000,6,199.188.200.143,10.12.27.102,80,49166,,,
16,0.543311000,6,199.188.200.143,10.12.27.102,80,49166,,,
17,0.728858000,6,199.188.200.143,10.12.27.102,80,49166,,,
18,0.729024000,6,199.188.200.143,10.12.27.102,80,49166,,,
19,0.729031000,6,199.188.200.143,10.12.27.102,80,49166,,,
20,0.729493000,6,10.12.27.102,199.188.200.143,49166,80,,,
21,0.729503000,6,199.188.200.143,10.12.27.102,80,49166,,,
22,0.729506000,6,10.12.27.102,199.188.200.143,49166,80,,,
23,0.729508000,6,199.188.200.143,10.12.27.102,80,49166,,,
24,0.729648000,6,10.12.27.102,199.188.200.143,49166,80,,,
25,0.730063000,6,199.188.200.143,10.12.27.102,80,49166,,,
26,0.730332000,6,10.12.27.102,199.188.200.143,49166,80,,,
27,0.731934000,6,199.188.200.143,10.12.27.102,80,49166,,,
28,0.731956000,6,199.188.200.143,10.12.27.102,80,49166,,,
29,0.731958000,6,199.188.200.143,10.12.27.102,80,49166,,,
30,0.732248000,6,10.12.27.102,199.188.200.143,49166,80,,,
31,0.923520000,6,199.188.200.143,10.12.27.102,80,49166,,,
32,0.923538000,6,199.188.200.143,10.12.27.102,80,49166,,,
33,0.923542000,6,10.12.27.102,199.188.200.143,49166,80,,,
34,0.923544000,6,199.188.200.143,10.12.27.102,80,49166,,,
35,0.923547000,6,199.188.200.143,10.12.27.102,80,49166,,,
36,0.923549000,6,199.188.200.143,10.12.27.102,80,49166,,,
37,0.923551000,6,199.188.200.143,10.12.27.102,80,49166,,,
38,1.104622000,6,199.188.200.143,10.12.27.102,80,49166,,,
39,1.104642000,6,199.188.200.143,10.12.27.102,80,49166,,,
40,1.104927000,6,10.12.27.102,199.188.200.143,49166,80,,,
41,1.106756000,6,199.188.200.143,10.12.27.102,80,49166,,,
42,1.106822000,6,199.188.200.143,10.12.27.102,80,49166,,,
43,1.106831000,6,199.188.200.143,10.12.27.102,80,49166,,,
44,1.106838000,6,199.188.200.143,10.12.27.102,80,49166,,,
45,1.107344000,6,199.188.200.143,10.12.27.102,80,49166,,,
46,1.107358000,6,199.188.200.143,10.12.27.102,80,49166,,,
47,1.107361000,6,199.188.200.143,10.12.27.102,80,49166,,,
48,1.110632000,6,199.188.200.143,10.12.27.102,80,49166,,,
49,1.293013000,6,199.188.200.143,10.12.27.102,80,49166,,,
50,1.293034000,6,199.188.200.143,10.12.27.102,80,49166,,,
51,1.293109000,6,199.188.200.143,10.12.27.102,80,49166,,,
52,1.293462000,6,10.12.27.102,199.188.200.143,49166,80,,,
53,1.293672000,6,199.188.200.143,10.12.27.102,80,49166,,,
54,1.293683000,6,199.188.200.143,10.12.27.102,80,49166,,,
55,1.293686000,6,199.188.200.143,10.12.27.102,80,49166,,,
56,1.293884000,6,10.12.27.102,199.188.200.143,49166,80,,,
57,1.298637000,6,199.188.200.143,10.12.27.102,80,49166,,,
58,1.298660000,6,199.188.200.143,10.12.27.102,80,49166,,,
59,1.298663000,6,199.188.200.143,10.12.27.102,80,49166,,,
60,1.298895000,6,199.188.200.143,10.12.27.102,80,49166,,,
61,1.298927000,6,10.12.27.102,199.188.200.143,49166,80,,,
62,1.298930000,6,199.188.200.143,10.12.27.102,80,49166,,,
63,1.299057000,6,10.12.27.102,199.188.200.143,49166,80,,,
64,1.300274000,6,199.188.200.143,10.12.27.102,80,49166,,,
65,1.300295000,6,199.188.200.143,10.12.27.102,80,49166,,,
66,1.300297000,6,199.188.200.143,10.12.27.102,80,49166,,,
67,1.300474000,6,10.12.27.102,199.188.200.143,49166,80,,,
68,1.303276000,6,199.188.200.143,10.12.27.102,80,49166,,,
69,1.303295000,6,199.188.200.143,10.12.27.102,80,49166,,,
