3,0.154438000,6,10.12.27.102,199.188.200.143,49166,80,,,52,20,0x00000002,32,,0,0,,,
4,0.339339000,6,199.188.200.143,10.12.27.102,80,49166,,,44,20,0x00000012,24,,0,1,,,
5,0.339650000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,1,,,
6,0.340024000,6,10.12.27.102,199.188.200.143,49166,80,,,285,20,0x00000018,20,,0,1,,,
7,0.340035000,6,199.188.200.143,10.12.27.102,80,49166,,,40,20,0x00000010,20,,0,246,,,
8,0.539692000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
9,0.539731000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
10,0.540073000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,2553,,,
11,0.540085000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
12,0.540090000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
13,0.540323000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,5105,,,
14,0.543292000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
15,0.543307000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
16,0.543311000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
17,0.728858000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
18,0.729024000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
19,0.729031000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
20,0.729493000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,15313,,,
21,0.729503000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
22,0.729506000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,16589,,,
23,0.729508000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
24,0.729648000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,19141,,,
25,0.730063000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
26,0.730332000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,20417,,,
27,0.731934000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
28,0.731956000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
29,0.731958000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
30,0.732248000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,24245,,,
31,0.923520000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
32,0.923538000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
33,0.923542000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,26797,,,
34,0.923544000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
35,0.923547000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
36,0.923549000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
37,0.923551000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
38,1.104622000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
39,1.104642000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
40,1.104927000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,47213,,,
41,1.106756000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
42,1.106822000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
43,1.106831000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
44,1.106838000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
45,1.107344000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
46,1.107358000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
47,1.107361000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
48,1.110632000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
49,1.293013000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
50,1.293034000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
51,1.293109000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
52,1.293462000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,81665,,,
53,1.293672000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
54,1.293683000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
55,1.293686000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
56,1.293884000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,85493,,,
57,1.298637000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
58,1.298660000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
59,1.298663000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
60,1.298895000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
61,1.298927000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,86769,,,
62,1.298930000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
63,1.299057000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,91873,,,
64,1.300274000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
65,1.300295000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
66,1.300297000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
67,1.300474000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,95701,,,
68,1.303276000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
69,1.303295000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
70,1.303299000,6,199.188.200.143,10.12.27.102,80,49166,,,948,20,0x00000018,20,,0,246,,,
71,1.303301000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
72,1.303595000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
73,1.303603000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
74,1.303784000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
75,1.304554000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,114841,,,
76,1.304564000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,114841,,,
77,1.305469000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
78,1.305478000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
79,1.305480000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
80,1.305482000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
81,1.305484000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
82,1.305485000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
83,1.305488000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
84,1.474331000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
85,1.474352000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
86,1.474624000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,133981,,,
87,1.475224000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
88,1.475235000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
89,1.475238000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
90,1.475499000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
91,1.475598000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,137809,,,
92,1.475703000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,139085,,,
93,1.486249000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
94,1.486270000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
95,1.486555000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,141637,,,
96,1.496758000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
97,1.496776000,6,199.188.200.143,10.12.27.102,80,49166,,,1500,20,0x00000010,20,,0,246,,,
98,1.496779000,6,199.188.200.143,10.12.27.102,80,49166,,,1132,20,0x00000018,20,,0,246,,,
99,1.496783000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,142913,,,
100,1.496785000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
101,1.496788000,6,199.188.200.143,10.12.27.102,80,49166,,,1316,20,0x00000018,20,,0,246,,,
102,1.496790000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000010,20,,0,145465,,,
103,1.518449000,6,10.12.27.102,199.188.200.143,49166,80,,,40,20,0x00000014,20,,0,155813,,,
